,Unnamed: 0,precos,tamanhos,quartos,banheiros,vagas,bairros_preco_medio
1066,1066,200000.0,250.0,2.0,1.8235294117647058,2.0,281556.55555555556
1067,1067,430000.0,137.0,3.0,2.0,4.0,425433.46153846156
1068,1068,750000.0,374.0,3.0,2.0,4.0,1286197.4576271186
1069,1069,170000.0,80.0,3.0,1.0,2.0,1165876.6147859923
1070,1070,380000.0,185.0,3.0,1.0,3.0,1165876.6147859923
1071,1071,600000.0,240.0,3.0,1.0,4.0,1165876.6147859923
1072,1072,300000.0,190.0,3.0,1.0,3.0,425433.46153846156
1073,1073,385000.0,150.0,3.0,1.0,3.0,618234.7619047619
1074,1074,390000.0,213.0,2.0,1.0,4.0,1165876.6147859923
1075,1075,850000.0,300.0,4.0,4.0,2.0,516538.19444444444
1076,1076,508800.0,275.0,4.0,3.0,4.0,581092.9411764706
1077,1077,490000.0,400.0,2.0,1.0,2.0,1165876.6147859923
1078,1078,380000.0,216.0,3.0,2.0,2.0,1165876.6147859923
1079,1079,370000.0,250.0,2.0,2.0,2.0,224029.3777777778
1080,1080,320000.0,137.0,2.0,2.0,2.0,312653.75
1081,1081,200000.0,126.0,2.0,1.0,2.0,170370.46666666667
1082,1082,330000.0,178.0,3.0,1.0,2.0,339481.6666666667
1083,1083,650000.0,250.0,2.0,1.0,4.0,452872.0
1084,1084,300000.0,170.0,2.0,2.0,2.0,312653.75
1085,1085,600000.0,300.0,2.0,2.0,2.0,1127828.611111111
1086,1086,350000.0,181.0,3.0,2.0,2.0,393852.0
1087,1087,265000.0,150.0,2.0,1.0,2.0,224029.3777777778
1088,1088,2350000.0,1350.0,4.0,5.0,2.0,1165876.6147859923
1089,1089,420000.0,200.0,3.0,2.0,3.0,1165876.6147859923
1090,1090,1450000.0,450.0,3.03125,3.0,2.9642857142857144,1165876.6147859923
1091,1091,530000.0,328.0,3.0,2.0,2.0,487087.1219512195
1092,1092,370000.0,242.0,3.0,1.0,1.0,1165876.6147859923
1093,1093,450000.0,237.0,3.0,2.0,4.0,452872.0
1094,1094,550000.0,240.0,3.0,2.0,3.0,581092.9411764706
1095,1095,350000.0,324.0,3.0,1.0,1.0,537031.1111111111
1096,1096,455000.0,484.0,7.0,2.0,10.0,488356.0
1097,1097,330000.0,144.0,3.0,3.0,2.0,1165876.6147859923
1098,1098,550000.0,333.0,3.0,4.0,4.0,699940.0
1099,1099,250000.0,120.0,3.0,1.0,3.0,288497.0
1100,1100,500000.0,180.0,3.0,3.0,2.0,465320.0
1101,1101,300000.0,170.0,3.0,1.0,2.0,425433.46153846156
1102,1102,330000.0,120.0,2.0,1.5555555555555556,3.0,288497.0
1103,1103,280000.0,230.0,3.0,7.0,5.0,488356.0
1104,1104,329000.0,229.0,2.0,2.0,1.0,386731.4285714286
1105,1105,250000.0,170.0,2.0,1.0,1.0,849839.4
1106,1106,310000.0,140.0,3.0,1.0,2.0,1165876.6147859923
1107,1107,300000.0,205.0,3.0,1.0,2.0,1165876.6147859923
1108,1108,2300000.0,448.0,3.0,3.0,4.0,2285020.649350649
1109,1109,390000.0,250.0,2.0,1.0,4.0,487087.1219512195
1110,1110,2770000.0,678.0,3.0,6.0,4.0,1165876.6147859923
1111,1111,210000.0,125.0,2.0,1.0,2.0,224029.3777777778
1112,1112,580000.0,363.0,3.0,2.0,6.0,698659.0476190476
1113,1113,600000.0,175.0,3.0,4.0,3.0,1165876.6147859923
1114,1114,1400000.0,350.0,4.0,5.0,6.0,1165876.6147859923
1115,1115,670000.0,145.0,3.0,2.0,2.0,1621261.4285714286
1116,1116,740000.0,363.0,6.0,5.0,4.0,986906.7307692308
1117,1117,1600000.0,300.0,4.0,3.0,2.0,1286197.4576271186
1118,1118,630000.0,360.0,3.0,2.0,4.0,521000.0
1119,1119,350000.0,204.0,3.0,1.0,2.0,339481.6666666667
1120,1120,638000.0,264.0,3.0,2.0,4.0,604667.5
1121,1121,1200000.0,1000.0,4.0,2.0,5.0,688650.3333333334
1122,1122,1500000.0,352.0,15.0,2.0,2.0,1500000.0
1123,1123,217090.0,181.0,2.0,1.0,1.0,465320.0
1124,1124,195000.0,175.0,3.0,1.0,1.0,379047.125
1125,1125,265000.0,200.0,4.0,2.0,2.0,281556.55555555556
1126,1126,450000.0,363.0,3.0,3.0,1.0,487087.1219512195
1127,1127,1400000.0,300.0,3.0,5.0,4.0,1400000.0
1128,1128,320000.0,360.0,2.0,2.0,5.0,209806.77777777778
1129,1129,250000.0,189.0,3.0,2.0,2.0,12340443.529411765
1130,1130,550000.0,363.0,3.0,4.0,4.0,12340443.529411765
1132,1132,1850000.0,360.0,2.9263157894736844,3.699619771863118,2.9384615384615387,15386907.076124568
1133,1133,2700000.0,1200.0,8.0,9.0,8.0,12340443.529411765
1134,1134,300000.0,143.0,2.0,1.0,2.0,400110.1818181818
1135,1135,350000.0,340.0,2.0,2.0,4.0,449892.85714285716
1136,1136,1700000.0,360.0,3.0,5.0,4.0,1661060.0
1137,1137,430000.0,200.0,3.0,2.0,4.0,556961.25
1138,1138,350000.0,157.0,2.0,2.0,4.0,302072.14285714284
1139,1139,285000.0,480.0,3.0,2.0,2.0,591760.4255319149
1140,1140,670000.0,250.0,3.0,3.0,2.0,550146.1224489796
1141,1141,490000.0,181.0,3.0,2.0,2.0,415415.11627906974
1142,1142,850000.0,484.0,5.0,4.0,4.0,591760.4255319149
1143,1143,399000.0,250.0,3.0,2.0,2.0,343874.5833333333
1144,1144,380000.0,148.0,3.0,1.0,2.0,622106.0416666666
1145,1145,457000.0,100.0,3.0,2.0,3.0,360540.0
1148,1148,310000.0,196.0,3.0,1.0,3.0,359570.0
1149,1149,460000.0,230.0,3.0,1.0,2.0,591760.4255319149
1150,1150,400000.0,133.0,3.0,2.0,2.0,520996.43209876545
1151,1151,350000.0,202.0,2.0,1.0,5.0,400110.1818181818
1152,1152,450000.0,314.0,3.0,2.0,2.0,450000.0
1153,1153,470000.0,208.0,3.0,2.0,2.0,396190.0
1154,1154,550000.0,363.0,4.0,2.0,3.0,725500.0
1155,1155,310000.0,200.0,2.0,2.0,3.0,329285.71428571426
1156,1156,558000.0,363.0,3.0,2.0,4.0,520996.43209876545
1157,1157,450000.0,250.0,5.0,3.0,2.0,400110.1818181818
1158,1158,380000.0,250.0,3.0,1.0,3.0,591760.4255319149
1159,1159,980000.0,290.0,3.0,1.0,4.0,1295663.5714285714
1160,1160,300000.0,375.0,3.0,1.0,2.0,563572.6315789474
1161,1161,1560000.0,560.0,4.0,4.0,4.0,2032942.75
1162,1162,390000.0,200.0,3.0,2.0,3.0,323500.0
1163,1163,300000.0,143.0,2.0,1.0,2.0,400110.1818181818
1164,1164,350000.0,340.0,2.0,2.0,4.0,449892.85714285716
1165,1165,1700000.0,360.0,3.0,5.0,4.0,1661060.0
1166,1166,430000.0,200.0,3.0,2.0,4.0,556961.25
1167,1167,350000.0,157.0,2.0,2.0,4.0,302072.14285714284
1168,1168,320000.0,270.0,3.0,3.0,2.0,563572.6315789474
1169,1169,660000.0,385.0,3.0,1.0,2.0,779855.1063829787
1170,1170,250000.0,258.0,2.0,1.0,2.0,263843.375
1171,1171,400000.0,133.0,3.0,2.0,2.0,520996.43209876545
1172,1172,2800000.0,5000.0,4.0,3.0,6.0,2516347.5675675673
1173,1173,1500000.0,360.0,3.0,3.0,2.0,1661060.0
1174,1174,160000.0,176.0,2.0,1.0,1.0,236919.0
1175,1175,350000.0,208.0,1.0,1.0,3.0,556961.25
1176,1176,850000.0,412.0,4.0,5.0,4.0,836100.0
1177,1177,350000.0,202.0,2.0,1.0,5.0,400110.1818181818
1178,1178,350000.0,191.0,2.0,1.0,2.0,520996.43209876545
1179,1179,450000.0,314.0,3.0,2.0,2.0,450000.0
1180,1180,470000.0,208.0,3.0,2.0,2.0,396190.0
1182,1182,1200000.0,379.0,4.0,3.0,5.0,1277450.0
1183,1183,320000.0,73.0,2.0,2.0,2.0,350224.28571428574
1184,1184,390000.0,154.0,3.0,1.0,2.0,520996.43209876545
1185,1185,2200000.0,482.0,3.0,5.0,2.0,2774987.5
1186,1186,380000.0,300.0,3.0,1.0,2.0,343874.5833333333
1187,1187,2100000.0,600.0,4.0,3.0,2.0,1888303.3333333333
1188,1188,1600000.0,433.0,3.0,1.0,4.0,2032942.75
1189,1189,420000.0,363.0,4.0,1.0,5.0,374015.45454545453
1190,1190,180000.0,50.0,2.0,1.0,2.0,240259.5
1191,1191,370000.0,240.0,3.0,1.0,3.0,400110.1818181818
1192,1192,550000.0,363.0,4.0,2.0,3.0,725500.0
1193,1193,400000.0,408.0,3.0,2.0,3.0,400110.1818181818
1194,1194,310000.0,200.0,2.0,2.0,3.0,329285.71428571426
1195,1195,590000.0,275.0,3.0,2.0,4.0,400110.1818181818
1196,1196,320000.0,200.0,2.0,1.0,2.0,347615.3846153846
1197,1197,370000.0,273.0,3.0,2.0,2.0,302072.14285714284
1198,1198,400000.0,200.0,3.0,3.0,3.0,359570.0
1199,1199,558000.0,363.0,3.0,2.0,4.0,520996.43209876545
1200,1200,2100000.0,600.0,4.0,3.0,2.0,1888303.3333333333
1201,1201,420000.0,363.0,4.0,1.0,5.0,374015.45454545453
1202,1202,370000.0,240.0,3.0,1.0,3.0,400110.1818181818
1203,1203,400000.0,408.0,3.0,2.0,3.0,400110.1818181818
1204,1204,590000.0,275.0,3.0,2.0,4.0,400110.1818181818
1205,1205,320000.0,200.0,2.0,1.0,2.0,347615.3846153846
1206,1206,370000.0,273.0,3.0,2.0,2.0,302072.14285714284
1207,1207,400000.0,200.0,3.0,3.0,3.0,359570.0
1208,1208,399900.0,125.0,3.0,2.0,2.0,550146.1224489796
1209,1209,400000.0,200.0,3.0,1.0,5.0,347615.3846153846
1210,1210,450000.0,253.0,3.0,1.0,2.0,347615.3846153846
1211,1211,350000.0,125.0,2.0,2.0,3.0,350000.0
1212,1212,650000.0,308.0,5.0,4.0,2.0,415415.11627906974
1213,1213,350000.0,338.0,3.0,2.0,6.0,343874.5833333333
1214,1214,450000.0,200.0,4.0,4.0,3.0,396190.0
1215,1215,160000.0,45.0,2.0,1.0,1.0,240259.5
1216,1216,850000.0,330.0,3.0,2.0,4.0,591760.4255319149
1217,1217,240000.0,120.0,3.0,1.0,1.0,236919.0
1218,1218,600000.0,200.0,3.0,1.0,2.0,520996.43209876545
1219,1219,350000.0,200.0,2.0,1.0,2.0,396190.0
1220,1220,2300000.0,525.0,4.0,6.0,3.0,2550807.9487179485
1221,1221,250000.0,200.0,3.0,1.0,2.0,252048.42105263157
1222,1222,270000.0,180.0,2.0,1.0,2.0,283525.65853658534
1223,1223,199000.0,60.0,2.0,1.0,1.0,272916.4285714286
1224,1224,300000.0,200.0,3.0,2.0,3.0,277017.14285714284
1225,1225,799000.0,363.0,3.0,3.0,5.0,779855.1063829787
1226,1226,1600000.0,560.0,4.0,2.0,4.0,2032942.75
1227,1227,395000.0,121.0,3.0,3.0,3.0,520996.43209876545
1228,1228,460000.0,94.0,3.0,2.0,4.0,506066.44444444444
1229,1229,200000.0,95.0,3.0,2.0,2.0,283525.65853658534
1230,1230,550000.0,120.0,2.0,1.0,1.0,520996.43209876545
1231,1231,350000.0,300.0,3.0,1.0,2.0,350808.51851851854
1232,1232,580000.0,230.0,2.0,2.0,2.0,690000.0
1234,1234,240000.0,150.0,3.0,2.0,1.0,259549.0
1235,1235,179510.0,250.0,3.0,2.0,4.0,249686.66666666666
1236,1236,2350000.0,360.0,3.0,5.0,4.0,1789810.0
1237,1237,280000.0,208.0,2.0,2.0,2.0,1165876.6147859923
1238,1238,1550000.0,420.0,3.0,5.0,8.0,986906.7307692308
1239,1239,270000.0,135.0,2.0,1.0,2.0,304053.6923076923
1240,1240,410000.0,238.0,3.0,3.0,2.0,452872.0
1241,1241,349000.0,205.0,2.0,2.0,3.0,1165876.6147859923
1243,1243,449760.0,200.0,3.0,4.0,1.0,12340443.529411765
1244,1244,209200.0,137.0,1.0,1.0,2.0,379542.85714285716
1245,1245,1749030.0,360.0,3.0,4.0,4.0,15386907.076124568
1246,1246,2499810.0,320.0,3.0,5.0,2.0,15386907.076124568
1247,1247,209660.0,47.0,2.0,1.0,2.0,15386907.076124568
1249,1249,379850.0,288.6463414634146,1.0,1.0,1.0,12340443.529411765
1250,1250,369340.0,252.0,2.0,1.0,3.0,15386907.076124568
1251,1251,419230.0,216.0,2.0,2.0,4.0,15386907.076124568
1252,1252,329630.0,145.0,4.0,3.0,2.0,15386907.076124568
1253,1253,2299740.0,484.0,3.0,4.0,4.0,15386907.076124568
1254,1254,129610.0,150.0,2.0,2.0,3.0,15386907.076124568
1255,1255,379010.0,228.0,3.0,3.0,2.0,15386907.076124568
1256,1256,208260.0,180.0,2.0,1.0,2.0,209806.77777777778
1257,1257,569820.0,224.0,2.0,3.0,3.0,15386907.076124568
1258,1258,488100.0,250.0,3.0,2.0,2.0,15386907.076124568
1259,1259,449690.0,135.0,3.0,3.0,2.0,12340443.529411765
1260,1260,285000.0,200.0,3.0,1.0,2.0,622106.0416666666
1261,1261,290000.0,150.0,2.0,2.0,2.5,343682.5
1262,1262,380000.0,251.0,4.0,2.0,5.0,240259.5
1263,1263,800000.0,726.0,3.0,3.0,6.0,591760.4255319149
1264,1264,1980000.0,634.0,4.0,6.0,3.0,1888303.3333333333
1265,1265,850000.0,484.0,4.0,3.0,6.0,521428.5714285714
1266,1266,565000.0,260.0,3.0,2.0,2.901098901098901,622106.0416666666
1267,1267,350000.0,300.0,2.0,2.0,3.6956521739130435,468388.48484848486
1268,1268,650000.0,250.0,3.0,3.0,2.7333333333333334,520996.43209876545
1269,1269,680000.0,504.0,5.0,4.0,5.0,506066.44444444444
1270,1270,924700.0,242.0,3.0,2.0,2.0,876138.1818181818
1271,1271,319840.0,160.0,3.0,3.0,4.0,379047.125
1272,1272,539670.0,70.0,3.0,2.0,2.0,516538.19444444444
1273,1273,229110.0,134.0,2.0,1.0,2.0,224029.3777777778
1274,1274,219870.0,129.0,1.0,1.0,2.0,257923.33333333334
1275,1275,340000.0,163.0,3.0,2.0,2.0,488356.0
1276,1276,549190.0,407.0,3.0,2.0,2.0,902439.8648648649
1277,1277,429500.0,140.0,3.0,2.0,2.0,339115.0
1278,1278,449860.0,180.0,2.0,2.0,2.0,402465.0
1279,1279,319080.0,135.0,3.0,2.0,2.0,362237.5
1280,1280,370000.0,188.0,3.0,2.0,2.0,323333.3333333333
1281,1281,2759290.0,900.0,5.0,7.0,5.0,2081936.3636363635
1282,1282,319810.0,250.0,3.0,2.0,2.0,379047.125
1283,1283,344210.0,126.0,2.0,2.0,2.0,257923.33333333334
1284,1284,479820.0,256.0,3.0,2.0,2.0,429783.1935483871
1285,1285,169730.0,125.0,1.0,1.0,4.0,339115.0
1286,1286,229710.0,200.0,2.0,2.0,4.0,420655.45454545453
1287,1287,214120.0,200.0,3.0,2.0,2.0,243346.73333333334
1288,1288,899780.0,550.0,3.0,5.0,4.0,581092.9411764706
1289,1289,274560.0,133.0,2.0,2.0,4.0,339481.6666666667
1290,1290,1239230.0,360.0,3.0,4.0,2.0,1127828.611111111
1291,1291,164520.0,126.0,2.0,1.0,2.0,170370.46666666667
1292,1292,529460.0,336.0,3.0,2.0,2.0,464769.67647058825
1293,1293,598140.0,148.0,3.0,2.0,2.0,429783.1935483871
1295,1295,979460.0,300.0,3.0,4.0,4.0,698659.0476190476
1296,1296,1099760.0,348.0,5.0,2.0,4.0,699940.0
1297,1297,379520.0,452.5416666666667,1.0,1.0,1.0,849839.4
1298,1298,479090.0,370.0,3.0,4.0,3.0,701646.6666666666
1299,1299,444460.0,200.0,3.0,2.0,1.0,487087.1219512195
1300,1300,319810.0,121.0,3.0,2.0,2.0,333898.0
1301,1301,419880.0,174.0,2.0,2.0,2.0,516538.19444444444
1302,1302,339410.0,202.0,3.0,2.0,2.0,386731.4285714286
1303,1303,349750.0,407.0,5.0,3.0,4.0,281556.55555555556
1304,1304,264870.0,150.0,2.0,2.0,2.0,429783.1935483871
1305,1305,649110.0,250.0,3.0,2.0,2.0,699537.5
1306,1306,1449850.0,450.0,3.0,4.0,4.0,1321505.0
1307,1307,449620.0,200.0,2.0,2.0,3.0,343599.23076923075
1308,1308,450000.0,200.0,2.0,2.0,3.0,343599.23076923075
1309,1309,1299440.0,450.0,3.0,3.0,2.0,1321505.0
1310,1310,488550.0,280.0,3.0,3.0,2.0,487087.1219512195
1311,1311,578050.0,250.0,2.0,2.0,4.0,667044.0
1312,1312,349100.0,360.0,3.0,1.0,4.0,312653.75
1313,1313,349830.0,200.0,3.0,3.0,2.0,343599.23076923075
1314,1314,397230.0,420.0,3.0,2.0,4.0,488356.0
1315,1315,324380.0,144.0,2.0,1.0,2.0,379047.125
1316,1316,749330.0,242.0,3.0,3.0,2.0,667044.0
1317,1317,279890.0,125.0,2.0,1.0,2.0,429783.1935483871
1318,1318,489690.0,400.0,4.0,4.0,3.0,425433.46153846156
1319,1319,659390.0,180.0,4.0,4.0,2.0,1165876.6147859923
1320,1320,444460.0,200.0,3.0,2.0,1.0,487087.1219512195
1321,1321,319810.0,121.0,3.0,2.0,2.0,333898.0
1322,1322,339410.0,202.0,3.0,2.0,2.0,386731.4285714286
1323,1323,349750.0,407.0,5.0,3.0,4.0,281556.55555555556
1324,1324,264870.0,150.0,2.0,2.0,2.0,429783.1935483871
1325,1325,449620.0,200.0,2.0,2.0,3.0,343599.23076923075
1326,1326,450000.0,200.0,2.0,2.0,3.0,343599.23076923075
1327,1327,1299440.0,450.0,3.0,3.0,2.0,1321505.0
1328,1328,1299800.0,440.0,3.0,4.0,2.0,1127828.611111111
1329,1329,488550.0,280.0,3.0,3.0,2.0,487087.1219512195
1330,1330,578050.0,250.0,2.0,2.0,4.0,667044.0
1331,1331,2699810.0,1000.0,3.0,5.0,10.0,849839.4
1332,1332,1389830.0,560.0,3.0,4.0,4.0,1127828.611111111
1333,1333,349100.0,360.0,3.0,1.0,4.0,312653.75
1334,1334,397230.0,420.0,3.0,2.0,4.0,488356.0
1335,1335,749330.0,242.0,3.0,3.0,2.0,667044.0
1336,1336,279890.0,125.0,2.0,1.0,2.0,429783.1935483871
1337,1337,489690.0,400.0,4.0,4.0,3.0,425433.46153846156
1338,1338,279520.0,160.0,4.0,2.0,2.0,288352.5
1339,1339,259820.0,321.0,3.0,2.0,3.0,376334.8387096774
1340,1340,398410.0,241.0,3.0,3.0,3.0,429783.1935483871
1341,1341,589130.0,308.0,3.0,3.0,4.0,420655.45454545453
1342,1342,639220.0,200.0,3.0,1.0,2.0,537031.1111111111
1343,1343,379700.0,134.0,2.0,1.0,2.0,429783.1935483871
1344,1344,547800.0,260.0,3.0,3.0,3.0,315135.55555555556
1346,1346,549360.0,253.0,4.0,5.0,3.0,376334.8387096774
1347,1347,1189340.0,450.0,4.0,5.0,2.0,1321505.0
1348,1348,569610.0,242.0,3.0,3.0,2.0,425433.46153846156
1349,1349,449290.0,300.0,3.0,4.0,3.0,449370.0
1350,1350,479240.0,200.0,2.0,2.0,2.0,849839.4
1351,1351,749210.0,242.0,3.0,4.0,2.0,667044.0
1352,1352,349740.0,200.0,2.0,2.0,2.0,243346.73333333334
1353,1353,448320.0,270.0,3.0,2.0,2.0,516538.19444444444
1354,1354,499890.0,180.0,3.0,2.0,3.0,516538.19444444444
1355,1355,616830.0,340.0,4.0,3.0,5.0,737482.5
1356,1356,899630.0,205.0,3.0,3.0,2.0,1286197.4576271186
1357,1357,276780.0,142.0,3.0,1.0,2.0,315135.55555555556
1358,1358,649750.0,432.0,3.0,2.0,6.0,688650.3333333334
1359,1359,989380.0,365.0,3.0,1.0,1.0,1554014.1666666667
1360,1360,418320.0,144.0,2.0,2.0,2.0,339481.6666666667
1361,1361,423280.0,200.0,3.0,2.0,3.0,425433.46153846156
1362,1362,789160.0,673.0,3.0,3.0,4.0,986906.7307692308
1363,1363,399550.0,210.0,2.0,1.0,2.0,333898.0
1364,1364,1349410.0,420.0,5.0,6.0,6.0,986906.7307692308
1365,1365,268830.0,126.0,2.0,1.0,1.0,516538.19444444444
1366,1366,588370.0,400.0,3.0,4.0,4.0,465320.0
1367,1367,798120.0,320.0,3.0,4.0,2.0,537031.1111111111
1368,1368,749290.0,356.0,3.0,4.0,4.0,1286197.4576271186
1369,1369,399740.0,180.0,2.0,2.0,2.0,362237.5
1370,1370,659010.0,235.0,3.0,3.0,2.0,640686.0
1371,1371,349470.0,220.0,3.0,2.0,3.0,986906.7307692308
1372,1372,649370.0,282.0,3.0,3.0,5.0,698659.0476190476
1373,1373,365000.0,257.0,3.0,1.0,3.066666666666667,581092.9411764706
1374,1374,349690.0,150.0,3.0,3.0,2.0,291122.85714285716
1375,1375,529820.0,242.0,3.0,2.0,4.0,465320.0
1376,1376,599210.0,360.0,3.0,2.0,2.0,1127828.611111111
1377,1377,1599780.0,420.0,4.0,7.0,4.0,1554014.1666666667
1378,1378,398740.0,150.0,3.0,1.0,1.0,379047.125
1379,1379,949260.0,198.0,5.0,1.0,5.0,986906.7307692308
1380,1380,479220.0,330.0,4.0,3.0,2.0,401152.5
1381,1381,349290.0,165.0,3.0,2.0,2.0,376334.8387096774
1382,1382,479510.0,363.0,3.0,1.0,4.0,487087.1219512195
1383,1383,436440.0,308.0,3.0,4.0,4.0,369431.2
1384,1384,449640.0,156.0,3.0,2.0,2.0,516538.19444444444
1385,1385,319430.0,144.0,2.0,1.0,2.0,379047.125
1386,1386,1249460.0,630.0,3.0,5.0,4.0,902439.8648648649
1387,1387,280000.0,417.0,2.0,1.0,2.0,312653.75
1388,1388,590000.0,480.0,3.0,3.0,2.0,688650.3333333334
1389,1389,350000.0,245.0,3.0,3.0,4.0,221354.0
1390,1390,700000.0,484.0,5.0,3.0,14.0,733333.3333333334
1391,1391,359480.0,129.0,3.0,1.0,2.0,333898.0
1392,1392,549630.0,132.0,3.0,3.0,2.0,379047.125
1394,1394,1160000.0,280.0,3.0,5.0,7.0,902439.8648648649
1397,1397,280000.0,330.0,3.0,3.0,4.0,253333.33333333334
1398,1398,980000.0,192.0,3.0,2.0,2.0,834500.0
1399,1399,330000.0,200.0,2.0,2.0,3.0,15386907.076124568
1400,1400,2500000.0,450.0,4.0,6.0,2.9384615384615387,15386907.076124568
1401,1401,194070.0,160.0,2.0,1.0,2.0,15386907.076124568
1402,1402,2099230.0,381.0,4.0,5.0,2.0,15386907.076124568
1403,1403,65541.0,190.0,1.0,1.0,1.0,209806.77777777778
1404,1404,108000.0,160.0,2.0,1.0,2.9384615384615387,15386907.076124568
1405,1405,1275000.0,360.0,3.0,5.0,4.0,15386907.076124568
1406,1406,2149680.0,320.0,3.0,4.0,2.0,15386907.076124568
1407,1407,1899450.0,360.0,3.0,4.0,4.0,15386907.076124568
1408,1408,174020.0,160.0,2.0,1.0,2.0,15386907.076124568
1409,1409,460000.0,200.0,3.0,4.0,1.0,12340443.529411765
1410,1410,2500000.0,450.0,4.0,6.0,2.9384615384615387,15386907.076124568
1411,1411,194070.0,160.0,2.0,1.0,2.0,15386907.076124568
1412,1412,2099230.0,381.0,4.0,5.0,2.0,15386907.076124568
1413,1413,65541.0,190.0,1.0,1.0,1.0,209806.77777777778
1414,1414,108000.0,160.0,2.0,1.0,2.9384615384615387,15386907.076124568
1415,1415,1275000.0,360.0,3.0,5.0,4.0,15386907.076124568
1416,1416,2149680.0,320.0,3.0,4.0,2.0,15386907.076124568
1417,1417,1899450.0,360.0,3.0,4.0,4.0,15386907.076124568
1418,1418,460000.0,200.0,3.0,4.0,1.0,12340443.529411765
1419,1419,1669760.0,388.0,3.0,4.0,2.0,15386907.076124568
1420,1420,2899180.0,420.0,3.0,4.0,2.0,15386907.076124568
1421,1421,830000.0,400.0,3.0,4.0,3.0,15386907.076124568
1422,1422,269230.0,275.0,2.0,2.0,2.0,15386907.076124568
1423,1423,1280000.0,220.0,2.0,1.0,2.0,12340443.529411765
1424,1424,210000.0,160.0,2.0,1.0,2.0,15386907.076124568
1425,1425,665000.0,370.0,3.0,3.0,2.0,15386907.076124568
1426,1426,449250.0,350.0,2.0,3.0,5.0,15386907.076124568
1427,1427,1200000.0,360.0,3.0,3.0,2.0,15386907.076124568
1428,1428,2299700.0,420.0,3.0,5.0,4.0,15386907.076124568
1429,1429,348850.0,300.0,2.0,1.0,5.0,15386907.076124568
1430,1430,2399040.0,420.0,3.0,5.0,4.0,15386907.076124568
1432,1432,178470.0,160.0,2.0,1.0,1.0,15386907.076124568
1433,1433,2449310.0,360.0,4.0,6.0,4.0,15386907.076124568
1434,1434,239850.0,148.0,2.0,1.0,2.0,15386907.076124568
1435,1435,1748880.0,371.0,3.0,3.0,2.0,15386907.076124568
1436,1436,74378.0,157.0,2.0,1.0,2.2857142857142856,209806.77777777778
1437,1437,1999510.0,450.0,3.0,4.0,6.0,15386907.076124568
1438,1438,990000.0,516.0,4.0,5.0,6.0,12340443.529411765
1439,1439,1678790.0,388.0,3.0,5.0,4.0,15386907.076124568
1440,1440,2299660.0,381.0,3.0,5.0,2.0,15386907.076124568
1441,1441,548050.0,288.0,4.0,3.0,2.0,15386907.076124568
1442,1442,1889280.0,371.0,3.0,3.0,2.0,15386907.076124568
1444,1444,2189500.0,403.0,3.0,4.0,3.0,15386907.076124568
1445,1445,2376860.0,472.0,3.0,4.0,8.0,15386907.076124568
1446,1446,1889170.0,371.0,3.0,4.0,4.0,15386907.076124568
1447,1447,1387510.0,366.0,4.0,3.0,2.0,15386907.076124568
1448,1448,1449480.0,400.0,3.0,4.0,4.0,15386907.076124568
1449,1449,2199720.0,296.0,3.0,5.0,2.0,15386907.076124568
1450,1450,2196210.0,420.0,3.0,4.0,2.0,15386907.076124568
1451,1451,2489260.0,430.0,3.0,5.0,4.0,15386907.076124568
1452,1452,299170.0,250.0,3.0,1.0,1.0,15386907.076124568
1453,1453,239900.0,250.0,2.0,1.0,1.0,15386907.076124568
1454,1454,1700000.0,393.0,3.0,3.699619771863118,4.0,15386907.076124568
1455,1455,1799750.0,501.0,4.0,4.0,4.0,15386907.076124568
1456,1456,586000.0,166.0,3.0,3.0,2.0,15386907.076124568
1457,1457,2099760.0,420.0,3.0,5.0,2.0,15386907.076124568
1460,1460,2390000.0,630.0,4.0,6.0,3.0,15386907.076124568
1461,1461,1800000.0,378.0,3.0,5.0,4.0,15386907.076124568
1462,1462,900000.0,541.0,5.0,7.0,3.0,12340443.529411765
1463,1463,1179440.0,300.0,3.0,4.0,4.0,15386907.076124568
1464,1464,2589300.0,528.0,3.0,5.0,3.0,15386907.076124568
1466,1466,2679180.0,420.0,4.0,6.0,4.0,15386907.076124568
1467,1467,530000.0,242.0,3.0,2.0,2.753846153846154,12340443.529411765
1468,1468,409260.0,200.0,2.0,2.0,3.0,424763.9090909091
1469,1469,419810.0,242.0,2.0,2.0,2.0,1058661.111111111
1470,1470,488330.0,144.0,3.0,2.0,3.0,424763.9090909091
1471,1471,829300.0,330.0,3.0,3.0,6.0,591760.4255319149
1472,1472,359650.0,386.0,3.0,2.0,2.0,550146.1224489796
1473,1473,489480.0,250.0,4.0,3.0,3.0,487177.2727272727
1474,1474,850000.0,363.0,4.0,5.0,2.0,591760.4255319149
1475,1475,450000.0,250.0,3.0,3.0,4.0,520996.43209876545
1476,1476,349640.0,180.0,2.0,2.0,2.0,283525.65853658534
1477,1477,419630.0,250.0,2.0,2.0,6.0,468388.48484848486
1478,1478,689460.0,280.0,3.0,4.0,4.0,520996.43209876545
1479,1479,209580.0,270.0,2.0,1.0,2.0,283525.65853658534
1480,1480,259690.0,200.0,2.0,2.0,2.6470588235294117,283525.65853658534
1481,1481,300250.0,150.0,3.0,2.0,2.0,343874.5833333333
1482,1482,598760.0,198.0,3.0,3.0,2.0,520996.43209876545
