,Unnamed: 0,precos,tamanhos,quartos,banheiros,vagas,bairros_preco_medio
441,441,469220.0,264.0,3.0,3.0,4.0,436146.6666666667
442,442,649820.0,200.0,3.0,2.0,2.0,553346.25
443,443,649020.0,190.0,3.0,2.0,2.0,553346.25
444,444,369130.0,180.0,3.0,2.0,2.0,304053.6923076923
445,445,849340.0,280.0,4.0,3.0,5.0,902439.8648648649
446,446,689660.0,247.0,3.0,4.0,4.0,876138.1818181818
447,447,249560.0,156.0,2.0,2.0,2.0,362008.5714285714
448,448,449010.0,232.0,3.0,3.0,3.0,369431.2
449,449,419560.0,300.0,3.0,3.0,4.0,393852.0
450,450,419590.0,175.0,2.0,3.0,2.0,379475.3846153846
451,451,789140.0,673.0,3.0,3.0,4.0,986906.7307692308
452,452,989770.0,330.0,4.0,3.0,3.0,1286197.4576271186
453,453,259840.0,321.0,3.0,2.0,3.0,376334.8387096774
454,454,439080.0,363.0,3.0,2.0,2.0,487087.1219512195
455,455,349690.0,140.0,3.0,3.0,6.0,516538.19444444444
456,456,449450.0,300.0,3.0,4.0,3.0,449370.0
457,457,499540.0,180.0,3.0,3.0,3.0,516538.19444444444
458,458,1189200.0,450.0,4.0,5.0,2.0,1321505.0
460,460,299840.0,181.0,3.0,2.0,3.0,1621261.4285714286
461,461,449410.0,165.0,3.0,2.0,2.0,516538.19444444444
462,462,799150.0,250.0,3.0,3.0,2.0,733070.0
463,463,378860.0,176.0,3.0,2.0,2.0,513710.0
464,464,2099220.0,756.0,4.0,5.0,4.0,2081936.3636363635
465,465,519040.0,436.0,5.0,3.0,3.0,339115.0
466,466,749070.0,242.0,3.0,3.0,2.0,701646.6666666666
467,467,749130.0,460.0,4.0,1.0,2.3,618234.7619047619
468,468,349100.0,407.0,5.0,3.0,4.0,281556.55555555556
469,469,479740.0,370.0,3.0,4.0,3.0,701646.6666666666
470,470,444280.0,200.0,3.0,2.0,1.0,487087.1219512195
471,471,419540.0,174.0,2.0,2.0,2.0,516538.19444444444
472,472,1389020.0,560.0,3.0,4.0,4.0,1127828.611111111
473,473,489750.0,400.0,4.0,4.0,3.0,425433.46153846156
474,474,798020.0,320.0,3.0,4.0,2.0,537031.1111111111
475,475,579800.0,360.0,3.0,3.0,3.0,1127828.611111111
476,476,594620.0,170.0,2.0,2.0,2.0,471682.7272727273
477,477,589010.0,250.0,3.0,4.0,2.0,464769.67647058825
478,478,569660.0,242.0,3.0,3.0,2.0,425433.46153846156
479,479,339290.0,125.0,3.0,3.0,3.0,224029.3777777778
480,480,470000.0,240.0,4.0,3.0,4.0,1165876.6147859923
481,481,398810.0,241.0,3.0,3.0,3.0,429783.1935483871
482,482,547580.0,260.0,3.0,3.0,3.0,315135.55555555556
483,483,379700.0,200.0,3.0,3.0,3.0,343599.23076923075
484,484,530120.0,220.0,3.0,3.0,2.0,849839.4
485,485,439530.0,342.0,4.0,3.0,3.0,701646.6666666666
486,486,419620.0,250.0,3.0,3.0,2.0,452872.0
487,487,364550.0,180.0,3.0,3.0,2.0,376334.8387096774
488,488,1239480.0,360.0,3.0,4.0,2.0,1127828.611111111
489,489,1349260.0,420.0,5.0,6.0,6.0,986906.7307692308
490,490,1300000.0,371.0,4.0,5.0,2.0,902439.8648648649
491,491,2499520.0,1000.0,3.0,5.0,15.0,849839.4
492,492,539640.0,70.0,3.0,2.0,2.0,516538.19444444444
493,493,309800.0,150.0,3.0,2.0,2.0,379047.125
494,494,749260.0,172.0,3.0,3.0,2.0,516538.19444444444
495,495,434040.0,153.0,3.0,2.0,2.0,379047.125
496,496,394010.0,160.0,3.0,2.0,2.0,465320.0
497,497,529500.0,242.0,3.0,2.0,4.0,465320.0
498,498,549680.0,132.0,3.0,3.0,2.0,379047.125
500,500,2900000.0,360.0,3.0,2.0,2.0,3936636.3636363638
501,501,2589140.0,528.0,3.0,5.0,3.0,15386907.076124568
503,503,2679110.0,420.0,4.0,6.0,4.0,15386907.076124568
504,504,2489730.0,430.0,3.0,5.0,4.0,15386907.076124568
505,505,1449590.0,400.0,3.0,4.0,4.0,15386907.076124568
506,506,2099010.0,381.0,4.0,5.0,2.0,15386907.076124568
507,507,2099310.0,420.0,3.0,5.0,2.0,15386907.076124568
508,508,194520.0,160.0,2.0,1.0,2.0,15386907.076124568
509,509,2299120.0,420.0,3.0,5.0,4.0,15386907.076124568
510,510,299270.0,250.0,3.0,1.0,1.0,15386907.076124568
511,511,1899590.0,360.0,3.0,4.0,4.0,15386907.076124568
512,512,548240.0,288.0,4.0,3.0,2.0,15386907.076124568
513,513,449360.0,350.0,2.0,3.0,5.0,15386907.076124568
514,514,348180.0,300.0,2.0,1.0,5.0,15386907.076124568
515,515,239890.0,250.0,2.0,1.0,1.0,15386907.076124568
517,517,179360.0,69.0,2.0,1.0,4.0,15386907.076124568
518,518,178530.0,160.0,2.0,1.0,1.0,15386907.076124568
520,520,2399210.0,420.0,3.0,5.0,4.0,15386907.076124568
521,521,2449570.0,360.0,4.0,6.0,4.0,15386907.076124568
522,522,1889560.0,371.0,3.0,3.0,2.0,15386907.076124568
523,523,2299120.0,420.0,3.0,5.0,4.0,15386907.076124568
524,524,239060.0,148.0,2.0,1.0,2.0,15386907.076124568
525,525,2599840.0,360.0,3.0,4.0,2.0,15386907.076124568
526,526,1799130.0,501.0,4.0,4.0,4.0,15386907.076124568
527,527,1599170.0,293.0,3.0,5.0,4.0,15386907.076124568
528,528,1748070.0,371.0,3.0,3.0,2.0,15386907.076124568
529,529,1678350.0,388.0,3.0,5.0,4.0,15386907.076124568
530,530,1999800.0,450.0,3.0,4.0,6.0,15386907.076124568
531,531,1179440.0,300.0,3.0,4.0,4.0,15386907.076124568
532,532,1889590.0,371.0,3.0,4.0,4.0,15386907.076124568
533,533,2376480.0,472.0,3.0,4.0,8.0,15386907.076124568
534,534,2299120.0,381.0,3.0,5.0,2.0,15386907.076124568
535,535,2199320.0,296.0,3.0,5.0,2.0,15386907.076124568
536,536,1919710.0,360.0,3.0,4.0,2.0,15386907.076124568
537,537,2189210.0,403.0,3.0,4.0,3.0,15386907.076124568
538,538,1387070.0,366.0,4.0,3.0,2.0,15386907.076124568
540,540,449180.0,150.0,2.0,2.0,2.0,622106.0416666666
541,541,1196130.0,315.0,3.0,3.0,3.0,1888303.3333333333
542,542,949800.0,448.0,3.0,2.0,4.0,1277450.0
543,543,749760.0,300.0,3.0,4.0,4.0,622106.0416666666
544,544,794030.0,484.0,4.0,3.0,6.0,622106.0416666666
545,545,449820.0,150.0,2.0,2.0,2.0,622106.0416666666
546,546,359880.0,250.0,3.0,3.0,2.0,622106.0416666666
547,547,399500.0,294.0,3.0,2.0,4.0,263843.375
548,548,319290.0,250.0,2.0,1.0,2.0,520996.43209876545
549,549,549560.0,1048.0,4.0,4.0,6.0,468388.48484848486
550,550,798480.0,360.0,4.0,4.0,4.0,591760.4255319149
551,551,264080.0,160.0,3.0,1.0,1.0,360540.0
552,552,628730.0,308.0,3.0,4.0,3.0,520996.43209876545
553,553,688120.0,192.0,3.0,4.0,3.0,601260.0
554,554,1119040.0,1.0,3.0,5.0,8.0,622106.0416666666
555,555,1099050.0,700.0,3.0,4.0,3.0,622106.0416666666
556,556,889440.0,602.0,4.0,3.0,5.0,550146.1224489796
557,557,368300.0,390.0,4.0,2.0,3.0,283525.65853658534
558,558,549030.0,500.0,4.0,5.0,4.0,468388.48484848486
559,559,379190.0,104.0,2.0,2.0,2.0,622106.0416666666
560,560,239370.0,160.0,2.0,1.0,3.0,283525.65853658534
561,561,529890.0,530.0,3.0,3.0,3.0,451861.25
562,562,328180.0,275.0,3.0,2.0,4.0,400110.1818181818
563,563,449690.0,150.0,2.0,2.0,2.0,622106.0416666666
564,564,409770.0,200.0,2.0,2.0,3.0,424763.9090909091
565,565,259720.0,200.0,2.0,2.0,2.6470588235294117,283525.65853658534
566,566,209610.0,270.0,2.0,1.0,2.0,283525.65853658534
567,567,348470.0,182.0,3.0,2.0,3.0,350808.51851851854
568,568,494710.0,432.0,3.0,2.0,3.0,396742.0
569,569,649280.0,300.0,4.0,3.0,3.0,622106.0416666666
570,570,379370.0,288.0,2.0,3.0,4.0,369087.77777777775
571,571,298120.0,198.0,2.0,2.0,2.0,267588.5714285714
572,572,774040.0,400.0,3.0,4.0,3.0,550146.1224489796
573,573,264570.0,363.0,1.0,1.0,6.0,345491.8181818182
574,574,499230.0,312.0,4.0,3.0,3.0,622106.0416666666
575,575,449420.0,214.0,3.0,3.0,2.0,520996.43209876545
576,576,379650.0,156.0,2.0,2.0,2.0,400110.1818181818
577,577,839550.0,360.0,3.0,4.0,4.0,1127162.7272727273
578,578,379670.0,192.0,3.0,2.0,2.0,550146.1224489796
579,579,899100.0,242.0,3.0,3.0,2.0,779855.1063829787
580,580,479130.0,144.0,3.0,2.0,2.0,424763.9090909091
581,581,449720.0,630.0,4.0,3.0,3.0,468388.48484848486
582,582,509220.0,300.0,3.0,3.0,4.0,622106.0416666666
583,583,264140.0,90.0,2.0,2.0,2.0,283525.65853658534
584,584,319210.0,150.0,3.0,3.0,2.0,400110.1818181818
585,585,488600.0,144.0,3.0,2.0,3.0,424763.9090909091
586,586,846340.0,314.0,3.0,3.0,3.0,622106.0416666666
587,587,389880.0,156.0,2.0,2.0,1.0,550146.1224489796
588,588,639750.0,363.0,3.0,3.0,3.0,591760.4255319149
589,589,369640.0,180.0,2.0,3.0,2.0,374015.45454545453
590,590,549610.0,222.0,3.0,3.0,2.0,622106.0416666666
591,591,549750.0,207.0,3.0,2.0,3.0,622106.0416666666
592,592,1169370.0,180.0,3.0,4.0,2.0,1127162.7272727273
593,593,319170.0,150.0,3.0,2.0,2.0,319170.0
594,594,349750.0,200.0,3.0,2.0,1.0,283525.65853658534
595,595,349080.0,363.0,3.0,2.0,4.0,345491.8181818182
596,596,479550.0,126.0,2.0,3.0,2.0,601260.0
597,597,384750.0,202.0,3.0,3.0,5.0,283525.65853658534
598,598,569710.0,318.0,3.0,2.0,4.0,622106.0416666666
599,599,269210.0,200.0,2.0,1.0,3.0,269210.0
600,600,439420.0,286.0,3.0,3.0,2.0,369087.77777777775
601,601,369800.0,300.0,2.0,2.0,2.0,468388.48484848486
602,602,309540.0,200.0,2.0,1.0,1.0,415415.11627906974
603,603,319210.0,150.0,3.0,3.0,2.0,400110.1818181818
604,604,489530.0,162.0,3.0,2.0,4.0,550146.1224489796
605,605,488600.0,144.0,3.0,2.0,3.0,424763.9090909091
606,606,449890.0,300.0,3.0,3.0,4.0,350808.51851851854
607,607,349900.0,300.0,3.0,3.0,2.0,240259.5
608,608,799720.0,207.0,3.0,3.0,2.0,1058661.111111111
609,609,289460.0,150.0,2.0,2.0,2.0,343682.5
610,610,389880.0,156.0,2.0,2.0,1.0,550146.1224489796
611,611,1789640.0,700.0,5.0,4.0,4.0,1888303.3333333333
612,612,679110.0,285.0,3.0,3.0,3.0,520996.43209876545
613,613,639750.0,363.0,3.0,3.0,3.0,591760.4255319149
614,614,439830.0,125.0,3.0,3.0,2.0,550146.1224489796
615,615,569890.0,24360.0,3.0,4.0,3.0,622106.0416666666
616,616,829380.0,330.0,3.0,3.0,6.0,591760.4255319149
617,617,639020.0,132.0,2.0,2.0,2.0,520996.43209876545
618,618,639460.0,200.0,3.0,3.0,2.0,520996.43209876545
619,619,759750.0,200.0,3.0,2.0,2.0,520996.43209876545
620,620,1119040.0,1.0,3.0,5.0,8.0,622106.0416666666
621,621,1099260.0,360.0,3.0,5.0,4.0,1127828.611111111
622,622,1049070.0,384.0,3.0,2.0,2.0,1127828.611111111
623,623,498600.0,210.0,3.0,4.0,4.0,465320.0
624,624,1199550.0,360.0,3.0,2.0,2.0,1127828.611111111
625,625,1099270.0,550.0,3.0,4.0,4.0,1127828.611111111
626,626,469010.0,308.0,3.0,4.0,5.0,465320.0
627,627,129031.0,125.0,2.0,2.0,1.0,224029.3777777778
628,628,394250.0,140.0,3.0,2.0,2.0,304053.6923076923
629,629,2999230.0,448.0,4.0,6.0,4.0,2285020.649350649
630,630,618890.0,300.0,3.0,4.0,2.0,379047.125
631,631,2198610.0,310.0,3.0,6.0,3.0,2285020.649350649
632,632,741730.0,310.0,4.0,4.0,3.0,667044.0
633,633,2899240.0,448.0,4.0,2.0,2.0,2285020.649350649
635,635,1049070.0,384.0,3.0,2.0,2.0,1127828.611111111
636,636,249180.0,138.0,2.0,2.0,3.0,243346.73333333334
637,637,269260.0,125.0,2.0,2.0,1.0,269260.0
638,638,1849880.0,186.0,3.0,5.0,2.0,2285020.649350649
639,639,589510.0,191.0,4.0,4.0,4.0,379047.125
640,640,579120.0,242.0,3.0,3.0,3.0,667044.0
641,641,549520.0,180.0,3.0,2.0,3.0,688650.3333333334
642,642,1099700.0,350.0,3.0,2.0,2.0,902439.8648648649
643,643,679540.0,148.0,3.0,2.0,2.0,1621261.4285714286
644,644,739620.0,384.0,2.0,4.0,5.0,902439.8648648649
645,645,104340.0,125.0,1.0,1.0,1.0,224029.3777777778
646,646,133800.0,220.0,2.0,1.0,2.4,339481.6666666667
647,647,349690.0,83.0,2.0,2.0,1.0,516538.19444444444
648,648,1949200.0,360.0,3.0,5.0,4.0,1621261.4285714286
649,649,329490.0,132.0,2.0,2.0,2.0,304053.6923076923
650,650,549170.0,180.0,3.0,2.0,4.0,516538.19444444444
651,651,2596780.0,900.0,5.0,4.0,6.0,2081936.3636363635
652,652,949090.0,300.0,3.0,2.0,2.0,902439.8648648649
653,653,1489040.0,360.0,4.0,5.0,2.0,2285020.649350649
654,654,394250.0,140.0,3.0,2.0,2.0,304053.6923076923
655,655,2999230.0,448.0,4.0,6.0,4.0,2285020.649350649
656,656,444440.0,200.0,3.0,3.0,2.0,343599.23076923075
657,657,429316.0,220.0,2.0,2.0,3.0,487087.1219512195
658,658,1249360.0,360.0,3.0,4.0,4.0,1127828.611111111
659,659,1099260.0,360.0,3.0,5.0,4.0,1127828.611111111
660,660,1549670.0,360.0,3.0,4.0,2.0,1983226.6666666667
661,661,319410.0,130.0,2.0,1.0,2.0,362008.5714285714
662,662,249630.0,242.0,2.0,2.0,2.0,1983226.6666666667
663,663,374890.0,150.0,3.0,2.0,2.0,304053.6923076923
664,664,1799420.0,360.0,3.0,4.0,2.0,1983226.6666666667
665,665,2200670.0,600.0,4.0,6.0,3.0,1621261.4285714286
666,666,498600.0,210.0,3.0,4.0,4.0,465320.0
667,667,1338750.0,345.0,3.0,5.0,4.0,1127828.611111111
668,668,688860.0,360.0,3.0,2.0,3.0,379047.125
669,669,1199550.0,360.0,3.0,2.0,2.0,1127828.611111111
670,670,168888.0,144.0,2.0,1.0,6.666666666666667,252777.33333333334
671,671,92708.0,126.0,1.0,1.0,4.0,221354.0
672,672,114020.0,180.0,1.0,1.0,2.0,207010.0
673,673,101019.0,125.0,1.0,1.0,1.641025641025641,224029.3777777778
674,674,275997.0,190.0,2.0,1.0,2.75,339115.0
675,675,109293.0,150.0,1.0,1.0,1.0,109293.0
676,676,124052.0,125.0,2.0,1.0,2.125,328831.45454545453
677,677,398010.0,209.0,4.0,3.0,1.0,465320.0
678,678,274440.0,260.0,3.0,3.0,2.0,262710.0
679,679,1099270.0,550.0,3.0,4.0,4.0,1127828.611111111
680,680,850000.0,500.0,3.0,3.0,6.0,699537.5
681,681,429090.0,187.0,3.0,3.0,3.0,553346.25
682,682,1699560.0,360.0,3.0,4.0,3.0,1621261.4285714286
683,683,1999530.0,374.0,3.0,4.0,6.0,1789810.0
684,684,1849150.0,304.0,3.0,6.0,2.0,1621261.4285714286
685,685,669260.0,180.0,3.0,3.0,3.0,516538.19444444444
686,686,719900.0,195.0,3.0,3.0,2.0,516538.19444444444
687,687,469010.0,308.0,3.0,4.0,5.0,465320.0
688,688,65921.0,125.0,1.0,1.0,1.0,243346.73333333334
689,689,77622.0,138.0,1.0,1.0,1.0,304053.6923076923
690,690,129031.0,125.0,2.0,2.0,1.0,224029.3777777778
691,691,2200000.0,360.0,3.0,5.0,4.0,701646.6666666666
692,692,2829810.0,450.0,4.0,6.0,4.0,3575376.61971831
693,693,364700.0,125.0,3.0,2.0,2.0,407702.85714285716
694,694,317780.0,126.0,2.0,1.0,2.0,415415.11627906974
695,695,279650.0,200.0,3.0,1.0,2.0,272916.4285714286
696,696,319220.0,125.0,2.0,2.0,2.0,407702.85714285716
697,697,1899540.0,525.0,3.0,5.0,2.0,2550807.9487179485
698,698,2599880.0,450.0,3.0,5.0,3.0,3575376.61971831
699,699,459770.0,214.0,3.0,3.0,4.0,506066.44444444444
700,700,549300.0,200.0,3.0,2.0,3.0,359570.0
701,701,519230.0,200.0,3.0,2.0,2.0,543688.1818181818
702,702,1949040.0,525.0,3.0,4.0,6.0,2550807.9487179485
703,703,479630.0,261.0,3.0,1.0,5.0,461814.44444444444
704,704,349180.0,160.0,3.0,2.0,2.0,350224.28571428574
705,705,258770.0,200.0,2.0,1.0,2.0,252048.42105263157
706,706,1699560.0,295.0,4.0,5.0,2.0,1661060.0
707,707,2897910.0,630.0,3.0,5.0,4.0,2516347.5675675673
708,708,369800.0,200.0,4.0,2.0,1.0,396190.0
709,709,699250.0,363.0,4.0,4.0,5.0,449892.85714285716
711,711,424640.0,186.0,2.0,2.0,2.0,622106.0416666666
712,712,489750.0,288.0,3.0,3.0,4.0,424763.9090909091
713,713,249580.0,200.0,2.0,1.0,2.0,396190.0
714,714,1908690.0,560.0,3.0,5.0,4.0,2032942.75
715,715,649650.0,100.0,5.0,3.0,2.0,487177.2727272727
716,716,219120.0,200.0,3.0,2.0,2.0,277017.14285714284
717,717,349390.0,180.0,3.0,1.0,2.0,350224.28571428574
718,718,274250.0,200.0,2.0,2.0,3.0,359570.0
719,719,349820.0,200.0,3.0,2.0,2.0,359570.0
720,720,2899200.0,5000.0,5.0,10.0,7.0,1664600.0
721,721,349480.0,200.0,3.0,3.0,3.0,396190.0
722,722,989860.0,508.0,3.0,3.0,6.0,779855.1063829787
723,723,1099290.0,290.0,3.0,4.0,4.0,1295663.5714285714
725,725,449390.0,200.0,3.0,3.0,3.0,396190.0
727,727,469540.0,250.0,3.0,3.0,4.0,400110.1818181818
728,728,1399880.0,560.0,3.0,3.0,5.0,2032942.75
729,729,529770.0,200.0,3.0,3.0,4.0,396190.0
730,730,424490.0,275.0,3.0,3.0,3.0,506066.44444444444
731,731,398090.0,200.0,4.0,2.0,2.0,359570.0
732,732,2799140.0,3000.0,4.0,7.0,4.0,2516347.5675675673
733,733,478370.0,297.0,3.0,3.0,4.0,487177.2727272727
734,734,749440.0,360.0,3.0,2.0,4.0,622106.0416666666
735,735,649810.0,250.0,3.0,3.0,4.0,649810.0
736,736,499500.0,180.0,3.0,3.0,3.0,359570.0
737,737,379500.0,252.0,2.0,3.0,2.0,424763.9090909091
738,738,289330.0,200.0,4.0,4.0,4.0,302072.14285714284
739,739,874670.0,250.0,3.0,3.0,2.0,2516347.5675675673
740,740,399530.0,363.0,3.0,3.0,3.0,506066.44444444444
741,741,1789620.0,525.0,3.0,5.0,3.0,2550807.9487179485
742,742,219080.0,253.0,2.0,1.0,1.0,267878.9
743,743,299470.0,300.0,3.0,2.0,2.0,563572.6315789474
744,744,848180.0,250.0,4.0,4.0,4.0,911629.2307692308
745,745,319270.0,200.0,3.0,2.0,3.0,396190.0
746,746,2479830.0,630.0,4.0,6.0,3.0,2516347.5675675673
747,747,2597190.0,640.0,4.0,6.0,3.0,2516347.5675675673
748,748,519740.0,119.0,3.0,2.0,2.0,461814.44444444444
749,749,319800.0,200.0,2.0,2.0,4.0,396190.0
750,750,2999780.0,4497.0,3.0,6.0,5.0,2516347.5675675673
751,751,479370.0,346.0,3.0,3.0,3.0,487177.2727272727
752,752,338650.0,250.0,3.0,2.0,3.0,556961.25
753,753,389430.0,200.0,3.0,3.0,2.0,252048.42105263157
755,755,2149810.0,600.0,3.0,5.0,4.0,2516347.5675675673
756,756,329050.0,201.0,2.0,3.0,3.0,302072.14285714284
757,757,349790.0,150.0,2.0,2.0,2.0,400110.1818181818
758,758,598610.0,363.0,4.0,5.0,4.0,415415.11627906974
759,759,324490.0,281.0,4.0,2.0,5.0,591760.4255319149
760,760,429580.0,264.0,3.0,3.0,4.0,415415.11627906974
761,761,2699110.0,648.0,4.0,4.0,6.0,2516347.5675675673
763,763,2598570.0,450.0,3.0,3.0,2.0,3575376.61971831
764,764,274060.0,135.0,2.0,1.0,1.0,331074.0
765,765,265160.0,150.0,1.0,1.0,2.0,336187.5
766,766,1899520.0,215.0,3.0,4.0,4.0,2516347.5675675673
767,767,291850.0,215.0,2.0,2.0,3.0,396190.0
768,768,289340.0,300.0,3.0,1.0,2.0,336187.5
769,769,1769270.0,560.0,4.0,5.0,4.0,2032942.75
770,770,349900.0,180.0,2.0,1.0,2.0,550146.1224489796
771,771,278070.0,183.0,2.0,2.0,3.0,359570.0
772,772,639630.0,484.0,4.0,4.0,4.0,506066.44444444444
773,773,529270.0,200.0,3.0,3.0,2.0,351483.3333333333
774,774,589250.0,186.0,3.0,3.0,2.0,622106.0416666666
775,775,559570.0,180.0,3.0,4.0,2.0,622106.0416666666
776,776,449790.0,242.0,3.0,4.0,3.0,331074.0
777,777,479840.0,172.0,2.0,2.0,2.0,396190.0
778,778,2199480.0,483.0,3.0,4.0,2.0,3575376.61971831
779,779,639560.0,324.0,2.0,3.0,2.0,396190.0
780,780,694530.0,300.0,3.0,2.0,4.0,591760.4255319149
781,781,369040.0,96.0,3.0,2.0,2.0,415415.11627906974
782,782,449860.0,484.0,3.0,3.0,2.0,461814.44444444444
783,783,379580.0,144.0,3.0,2.0,2.0,424763.9090909091
785,785,649270.0,245.0,4.0,3.0,2.0,506066.44444444444
786,786,249520.0,150.0,1.0,1.0,2.0,424763.9090909091
787,787,529840.0,231.0,3.0,3.0,2.0,424763.9090909091
788,788,2449290.0,525.0,4.0,5.0,4.0,2550807.9487179485
789,789,494430.0,182.0,2.0,2.0,3.0,506066.44444444444
790,790,1999210.0,486.0,3.0,3.0,4.0,3575376.61971831
791,791,199600.0,180.0,1.0,1.0,1.0,124703.83333333333
792,792,699780.0,143.0,3.0,2.0,5.0,601260.0
793,793,989110.0,260.0,3.0,3.0,6.0,779855.1063829787
794,794,514270.0,300.0,3.0,3.0,2.0,400110.1818181818
795,795,445800.0,200.0,3.0,2.0,2.0,236919.0
796,796,2899750.0,1100.0,3.0,4.0,4.0,2550807.9487179485
799,799,779080.0,128.0,3.0,4.0,4.0,591760.4255319149
800,800,2799890.0,609.0,4.0,5.0,6.0,2550807.9487179485
801,801,448080.0,214.0,3.0,2.0,4.0,506066.44444444444
802,802,294770.0,134.0,2.0,2.0,2.0,302072.14285714284
805,805,279860.0,180.0,2.0,1.0,2.0,424763.9090909091
806,806,319550.0,198.0,3.0,2.0,4.0,259549.0
807,807,489140.0,181.0,3.0,2.0,2.0,506066.44444444444
808,808,650560.0,250.0,4.0,4.0,4.0,543688.1818181818
809,809,734880.0,608.0,4.0,5.0,2.0,506066.44444444444
812,812,279860.0,180.0,2.0,1.0,2.0,424763.9090909091
813,813,259670.0,200.0,3.0,1.0,3.0,396190.0
814,814,319550.0,198.0,3.0,2.0,4.0,259549.0
815,815,489140.0,181.0,3.0,2.0,2.0,506066.44444444444
816,816,650560.0,250.0,4.0,4.0,4.0,543688.1818181818
817,817,734880.0,608.0,4.0,5.0,2.0,506066.44444444444
818,818,444120.0,126.0,3.0,2.0,2.0,461814.44444444444
819,819,579730.0,268.0,5.0,4.0,2.0,396190.0
820,820,509410.0,300.0,4.0,3.0,2.0,563572.6315789474
821,821,299720.0,140.0,2.0,2.0,2.0,343874.5833333333
822,822,2199100.0,3000.0,5.0,6.0,4.0,2516347.5675675673
823,823,57714.0,180.0,1.0,1.0,1.0,124703.83333333333
824,824,101389.0,150.0,1.0,1.0,2.0,263843.375
825,825,73567.0,180.0,1.0,1.0,2.6470588235294117,283525.65853658534
826,826,700000.0,360.0,2.0,2.0,1.0,655800.0
827,827,250000.0,330.0,3.0,2.0,5.0,246000.0
828,828,260000.0,146.0,3.0,2.0,1.0,228000.0
829,829,900000.0,1214.0,6.0,6.0,10.0,900000.0
831,831,850000.0,184.0,3.0,3.0,3.0,834500.0
832,832,250000.0,330.0,3.0,2.0,6.0,246000.0
833,833,380000.0,172.0,2.0,2.0,2.0,500000.0
834,834,410000.0,250.0,2.0,2.0,2.0,364711.3
835,835,400000.0,320.0,3.0,1.0,3.0,511750.0
836,836,905000.0,277.0,3.0,3.0,3.0,834500.0
837,837,410000.0,250.0,2.0,2.0,2.0,364711.3
838,838,400000.0,320.0,3.0,1.0,3.0,511750.0
840,840,850000.0,184.0,3.0,3.0,3.0,834500.0
841,841,250000.0,330.0,3.0,2.0,6.0,246000.0
842,842,250000.0,330.0,3.0,2.0,3.0,246000.0
844,844,585000.0,121.0,2.0,2.0,2.0,834500.0
845,845,680000.0,448.0,7.0,3.0,2.0,655800.0
847,847,369100.0,127.0,2.0,1.0,1.0,359167.95
848,848,598760.0,360.0,3.0,4.0,3.0,316690.78571428574
849,849,199600.0,200.0,3.0,1.0,2.0,224454.2857142857
850,850,349160.0,132.0,3.0,2.0,2.0,316690.78571428574
851,851,429680.0,226.0,3.0,2.0,2.0,387596.36363636365
852,852,319400.0,181.0,3.0,3.0,2.0,441473.5294117647
853,853,204330.0,214.0,2.0,2.0,2.0,224454.2857142857
854,854,289400.0,160.0,2.0,2.0,2.0,316690.78571428574
855,855,244270.0,200.0,4.0,1.0,2.0,217378.33333333334
856,856,299150.0,200.0,3.0,2.0,3.0,441473.5294117647
857,857,164240.0,140.0,3.0,1.0,2.0,164240.0
858,858,649500.0,310.0,3.0,3.0,4.0,487326.27906976745
859,859,549350.0,150.0,3.0,2.0,3.0,441473.5294117647
860,860,298540.0,200.0,3.0,2.0,2.0,359167.95
861,861,799560.0,390.0,3.0,2.0,3.0,487326.27906976745
862,862,434060.0,366.0,3.0,3.0,3.0,359167.95
863,863,489610.0,181.0,3.0,2.0,2.0,441473.5294117647
864,864,449680.0,208.0,3.0,2.0,2.0,387596.36363636365
865,865,279450.0,230.0,3.0,1.0,2.0,224454.2857142857
866,866,399300.0,544.0,2.0,2.0,2.0,487326.27906976745
867,867,798200.0,440.0,5.0,4.0,4.0,487326.27906976745
868,868,489210.0,182.0,3.0,3.0,2.0,441473.5294117647
869,869,750000.0,249.0,3.0,4.0,2.0,487326.27906976745
870,870,580000.0,230.0,4.0,4.0,1.0,834500.0
871,871,240000.0,330.0,3.0,2.0,3.0,253333.33333333334
872,872,550000.0,187.0,3.0,4.0,2.0,511750.0
873,873,1190000.0,330.0,3.0,3.0,4.0,872931.6666666666
874,874,230000.0,330.0,3.0,2.0,3.0,246000.0
875,875,1299000.0,470.0,2.0,1.0,2.0,834500.0
876,876,1280000.0,319.0,4.0,7.0,5.0,734285.7142857143
877,877,780000.0,170.0,3.0,2.0,2.0,872931.6666666666
878,878,740000.0,150.0,2.0,2.0,3.0,834500.0
879,879,1200000.0,215.0,5.0,3.0,4.0,834500.0
880,880,350000.0,160.0,3.0,2.0,4.0,350000.0
881,881,137113.0,125.0,2.0,1.0,2.3333333333333335,364711.3
882,882,620000.0,500.0,3.0,2.0,6.0,500000.0
884,884,2150000.0,1152.0,3.0,2.0,4.0,2150000.0
885,885,719000.0,125.0,2.0,2.0,2.0,834500.0
886,886,560000.0,200.0,2.0,1.0,2.0,834500.0
887,887,890000.0,133.0,3.0,3.0,2.0,834500.0
888,888,725000.0,98.0,3.0,3.0,2.0,834500.0
890,890,1300000.0,225.0,4.0,5.0,5.0,834500.0
891,891,750000.0,190.0,3.0,3.0,2.0,872931.6666666666
892,892,749000.0,184.0,3.0,2.0,2.0,872931.6666666666
893,893,850000.0,232.0,3.0,2.0,2.0,834500.0
